county,office,district,party,candidate,votes,winner,write-in,notes
Pima,President,,REF,Patrick Buchanan,1731,,,
Pinal,President,,REF,Patrick Buchanan,442,,,
Santa Cruz,President,,REF,Patrick Buchanan,44,,,
Yavapai,President,,REF,Patrick Buchanan,749,,,
Yuma,President,,REF,Patrick Buchanan,216,,,
,President,,REF,Patrick Buchanan,12373,,,
Apache,President,,REP,George W. Bush,5947,,,
Cochise,President,,REP,George W. Bush,18180,,,
Coconino,President,,REP,George W. Bush,17562,,,
Gila,President,,REP,George W. Bush,9158,,,
Graham,President,,REP,George W. Bush,6007,,,
Greenlee,President,,REP,George W. Bush,1619,,,
La Paz,President,,REP,George W. Bush,2543,,,
Maricopa,President,,REP,George W. Bush,479967,,,
Mohave,President,,REP,George W. Bush,24386,,,
Navajo,President,,REP,George W. Bush,12386,,,
Pima,President,,REP,George W. Bush,124579,,,
Pinal,President,,REP,George W. Bush,20122,,,
Santa Cruz,President,,REP,George W. Bush,3344,,,
Yavapai,President,,REP,George W. Bush,40144,,,
Yuma,President,,REP,George W. Bush,15708,,,
,President,,REP,George W. Bush,781652,True,,
Apache,President,,Write-In,Howard Phillips,0,,True,
Cochise,President,,Write-In,Howard Phillips,3,,True,
Coconino,President,,Write-In,Howard Phillips,1,,True,
Gila,President,,Write-In,Howard Phillips,0,,True,
Graham,President,,Write-In,Howard Phillips,0,,True,
Greenlee,President,,Write-In,Howard Phillips,0,,True,
La Paz,President,,Write-In,Howard Phillips,0,,True,
Maricopa,President,,Write-In,Howard Phillips,58,,True,
Mohave,President,,Write-In,Howard Phillips,5,,True,
Navajo,President,,Write-In,Howard Phillips,0,,True,
Pima,President,,Write-In,Howard Phillips,36,,True,
Pinal,President,,Write-In,Howard Phillips,0,,True,
Santa Cruz,President,,Write-In,Howard Phillips,0,,True,
Yavapai,President,,Write-In,Howard Phillips,7,,True,
Yuma,President,,Write-In,Howard Phillips,0,,True,
,President,,Write-In,Howard Phillips,110,,True,
Apache,U.S. Senate,,GRN,Vance Hansen,1890,,,
Cochise,U.S. Senate,,GRN,Vance Hansen,2255,,,
Coconino,U.S. Senate,,GRN,Vance Hansen,6189,,,
Gila,U.S. Senate,,GRN,Vance Hansen,819,,,
Graham,U.S. Senate,,GRN,Vance Hansen,328,,,
Greenlee,U.S. Senate,,GRN,Vance Hansen,93,,,
La Paz,U.S. Senate,,GRN,Vance Hansen,190,,,
Maricopa,U.S. Senate,,GRN,Vance Hansen,49107,,,
Mohave,U.S. Senate,,GRN,Vance Hansen,1980,,,
Navajo,U.S. Senate,,GRN,Vance Hansen,1627,,,
Pima,U.S. Senate,,GRN,Vance Hansen,35081,,,
Pinal,U.S. Senate,,GRN,Vance Hansen,2145,,,
Santa Cruz,U.S. Senate,,GRN,Vance Hansen,707,,,
Yavapai,U.S. Senate,,GRN,Vance Hansen,5334,,,
Yuma,U.S. Senate,,GRN,Vance Hansen,1181,,,
,U.S. Senate,,GRN,Vance Hansen,108926,,,
Apache,U.S. Senate,,IND,William Toel,2376,,,
Cochise,U.S. Senate,,IND,William Toel,2128,,,
Coconino,U.S. Senate,,IND,William Toel,3297,,,
Gila,U.S. Senate,,IND,William Toel,1384,,,
Graham,U.S. Senate,,IND,William Toel,585,,,
Greenlee,U.S. Senate,,IND,William Toel,256,,,
La Paz,U.S. Senate,,IND,William Toel,342,,,
Maricopa,U.S. Senate,,IND,William Toel,68387,,,
Mohave,U.S. Senate,,IND,William Toel,4309,,,
Navajo,U.S. Senate,,IND,William Toel,2070,,,
Pima,U.S. Senate,,IND,William Toel,12687,,,
Pinal,U.S. Senate,,IND,William Toel,3716,,,
Santa Cruz,U.S. Senate,,IND,William Toel,853,,,
Yavapai,U.S. Senate,,IND,William Toel,4647,,,
Yuma,U.S. Senate,,IND,William Toel,2193,,,
,U.S. Senate,,IND,William Toel,109230,,,
Apache,U.S. Senate,,LBT,"Barry J. Hess, II",2011,,,
Cochise,U.S. Senate,,LBT,"Barry J. Hess, II",1752,,,
Coconino,U.S. Senate,,LBT,"Barry J. Hess, II",2887,,,
Gila,U.S. Senate,,LBT,"Barry J. Hess, II",941,,,
Graham,U.S. Senate,,LBT,"Barry J. Hess, II",375,,,
Greenlee,U.S. Senate,,LBT,"Barry J. Hess, II",143,,,
La Paz,U.S. Senate,,LBT,"Barry J. Hess, II",228,,,
Maricopa,U.S. Senate,,LBT,"Barry J. Hess, II",36847,,,
Mohave,U.S. Senate,,LBT,"Barry J. Hess, II",1972,,,
Navajo,U.S. Senate,,LBT,"Barry J. Hess, II",1835,,,
Pima,U.S. Senate,,LBT,"Barry J. Hess, II",15280,,,
Pinal,U.S. Senate,,LBT,"Barry J. Hess, II",2183,,,
Santa Cruz,U.S. Senate,,LBT,"Barry J. Hess, II",563,,,
Yavapai,U.S. Senate,,LBT,"Barry J. Hess, II",2541,,,
Yuma,U.S. Senate,,LBT,"Barry J. Hess, II",1166,,,
,U.S. Senate,,LBT,"Barry J. Hess, II",70724,,,
Apache,U.S. Senate,,REP,Jon Kyl,9857,,,
Cochise,U.S. Senate,,REP,Jon Kyl,24766,,,
Coconino,U.S. Senate,,REP,Jon Kyl,25512,,,
Gila,U.S. Senate,,REP,Jon Kyl,13549,,,
Graham,U.S. Senate,,REP,Jon Kyl,7520,,,
Greenlee,U.S. Senate,,REP,Jon Kyl,2135,,,
La Paz,U.S. Senate,,REP,Jon Kyl,3484,,,
Maricopa,U.S. Senate,,REP,Jon Kyl,663756,,,
Mohave,U.S. Senate,,REP,Jon Kyl,32686,,,
Navajo,U.S. Senate,,REP,Jon Kyl,18671,,,
Pima,U.S. Senate,,REP,Jon Kyl,198266,,,
Pinal,U.S. Senate,,REP,Jon Kyl,30134,,,
Santa Cruz,U.S. Senate,,REP,Jon Kyl,5753,,,
Yavapai,U.S. Senate,,REP,Jon Kyl,50815,,,
Yuma,U.S. Senate,,REP,Jon Kyl,21292,,,
,U.S. Senate,,REP,Jon Kyl,1108196,True,,
Maricopa,U.S. House,1,DEM,David Mendoza,97455,,,
,U.S. House,1,DEM,David Mendoza,97455,,,
Maricopa,U.S. House,1,LBT,Jon Burroughs,9227,,,
,U.S. House,1,LBT,Jon Burroughs,9227,,,
Maricopa,U.S. House,1,REP,Jeff Flake,123289,,,
,U.S. House,1,REP,Jeff Flake,123289,True,,
Maricopa,U.S. House,2,DEM,Ed Pastor,29846,,,
Pima,U.S. House,2,DEM,Ed Pastor,34636,,,
Pinal,U.S. House,2,DEM,Ed Pastor,95,,,
Santa Cruz,U.S. House,2,DEM,Ed Pastor,6105,,,
Yuma,U.S. House,2,DEM,Ed Pastor,13352,,,
,U.S. House,2,DEM,Ed Pastor,84034,True,,
Maricopa,U.S. House,2,LBT,Geoffrey Weber,959,,,
Pima,U.S. House,2,LBT,Geoffrey Weber,1479,,,
Pinal,U.S. House,2,LBT,Geoffrey Weber,5,,,
Santa Cruz,U.S. House,2,LBT,Geoffrey Weber,221,,,
Yuma,U.S. House,2,LBT,Geoffrey Weber,505,,,
,U.S. House,2,LBT,Geoffrey Weber,3169,,,
Maricopa,U.S. House,2,NLP,Barbara Shelor,768,,,
Pima,U.S. House,2,NLP,Barbara Shelor,1039,,,
Pinal,U.S. House,2,NLP,Barbara Shelor,3,,,
Santa Cruz,U.S. House,2,NLP,Barbara Shelor,183,,,
Yuma,U.S. House,2,NLP,Barbara Shelor,419,,,
,U.S. House,2,NLP,Barbara Shelor,2412,,,
Maricopa,U.S. House,2,REP,Bill Barenholtz,8416,,,
Pima,U.S. House,2,REP,Bill Barenholtz,8431,,,
Pinal,U.S. House,2,REP,Bill Barenholtz,4,,,
Santa Cruz,U.S. House,2,REP,Bill Barenholtz,2204,,,
Yuma,U.S. House,2,REP,Bill Barenholtz,13935,,,
,U.S. House,2,REP,Bill Barenholtz,32990,,,
Coconino,U.S. House,3,DEM,Gene Scharer,4467,,,
La Paz,U.S. House,3,DEM,Gene Scharer,1304,,,
Maricopa,U.S. House,3,DEM,Gene Scharer,56769,,,
Mohave,U.S. House,3,DEM,Gene Scharer,13502,,,
Navajo,U.S. House,3,DEM,Gene Scharer,418,,,
Yavapai,U.S. House,3,DEM,Gene Scharer,18216,,,
,U.S. House,3,DEM,Gene Scharer,94676,,,
Coconino,U.S. House,3,LBT,Edward R. Carlson,566,,,
La Paz,U.S. House,3,LBT,Edward R. Carlson,118,,,
Maricopa,U.S. House,3,LBT,Edward R. Carlson,4267,,,
Mohave,U.S. House,3,LBT,Edward R. Carlson,1595,,,
Navajo,U.S. House,3,LBT,Edward R. Carlson,16,,,
Yavapai,U.S. House,3,LBT,Edward R. Carlson,2365,,,
,U.S. House,3,LBT,Edward R. Carlson,8927,,,
Coconino,U.S. House,3,REP,Bob Stump,8375,,,
La Paz,U.S. House,3,REP,Bob Stump,2973,,,
Maricopa,U.S. House,3,REP,Bob Stump,114927,,,
Mohave,U.S. House,3,REP,Bob Stump,27322,,,
Navajo,U.S. House,3,REP,Bob Stump,216,,,
Yavapai,U.S. House,3,REP,Bob Stump,44554,,,
,U.S. House,3,REP,Bob Stump,198367,True,,
Maricopa,U.S. House,4,DEM,Ben Jankowski,71803,,,
,U.S. House,4,DEM,Ben Jankowski,71803,,,
Maricopa,U.S. House,4,LBT,Ernest Hancock,7298,,,
,U.S. House,4,LBT,Ernest Hancock,7298,,,
Maricopa,U.S. House,4,REP,John Shadegg,140396,,,
,U.S. House,4,REP,John Shadegg,140396,True,,
Cochise,U.S. House,5,DEM,George Cunningham,11472,,,
Graham,U.S. House,5,DEM,George Cunningham,3158,,,
Pima,U.S. House,5,DEM,George Cunningham,83461,,,
Pinal,U.S. House,5,DEM,George Cunningham,3473,,,
,U.S. House,5,DEM,George Cunningham,101564,,,
Cochise,U.S. House,5,GRN,Michael Jay Green,816,,,
Graham,U.S. House,5,GRN,Michael Jay Green,127,,,
Pima,U.S. House,5,GRN,Michael Jay Green,7808,,,
Pinal,U.S. House,5,GRN,Michael Jay Green,259,,,
,U.S. House,5,GRN,Michael Jay Green,9010,,,
Cochise,U.S. House,5,LBT,Aage Nost,599,,,
Graham,U.S. House,5,LBT,Aage Nost,147,,,
Pima,U.S. House,5,LBT,Aage Nost,3160,,,
Pinal,U.S. House,5,LBT,Aage Nost,143,,,
,U.S. House,5,LBT,Aage Nost,4049,,,
Cochise,U.S. House,5,REP,Jim Kolbe,20231,,,
Graham,U.S. House,5,REP,Jim Kolbe,5242,,,
Pima,U.S. House,5,REP,Jim Kolbe,140273,,,
Pinal,U.S. House,5,REP,Jim Kolbe,7240,,,
,U.S. House,5,REP,Jim Kolbe,172986,True,,
Apache,U.S. House,6,DEM,Larry Nelson,10964,,,
Coconino,U.S. House,6,DEM,Larry Nelson,12827,,,
Gila,U.S. House,6,DEM,Larry Nelson,6245,,,
Graham,U.S. House,6,DEM,Larry Nelson,426,,,
Greenlee,U.S. House,6,DEM,Larry Nelson,1088,,,
Maricopa,U.S. House,6,DEM,Larry Nelson,55495,,,
Navajo,U.S. House,6,DEM,Larry Nelson,9173,,,
Pinal,U.S. House,6,DEM,Larry Nelson,12099,,,
,U.S. House,6,DEM,Larry Nelson,108317,,,
Apache,U.S. House,6,LBT,Richard Duncan,530,,,
Coconino,U.S. House,6,LBT,Richard Duncan,1287,,,
Gila,U.S. House,6,LBT,Richard Duncan,593,,,
Graham,U.S. House,6,LBT,Richard Duncan,12,,,
Greenlee,U.S. House,6,LBT,Richard Duncan,88,,,
Maricopa,U.S. House,6,LBT,Richard Duncan,4819,,,
Navajo,U.S. House,6,LBT,Richard Duncan,717,,,
Pinal,U.S. House,6,LBT,Richard Duncan,954,,,
,U.S. House,6,LBT,Richard Duncan,9000,,,
Apache,U.S. House,6,REP,J.D. Hayworth,7584,,,
Coconino,U.S. House,6,REP,J.D. Hayworth,12056,,,
Gila,U.S. House,6,REP,J.D. Hayworth,10784,,,
Graham,U.S. House,6,REP,J.D. Hayworth,270,,,
Greenlee,U.S. House,6,REP,J.D. Hayworth,1718,,,
Maricopa,U.S. House,6,REP,J.D. Hayworth,123080,,,
Navajo,U.S. House,6,REP,J.D. Hayworth,14932,,,
Pinal,U.S. House,6,REP,J.D. Hayworth,16263,,,
,U.S. House,6,REP,J.D. Hayworth,186687,True,,
Mohave,State Senate,1,DEM,Dawn Knight,9430,,,
Yavapai,State Senate,1,DEM,Dawn Knight,21111,,,
,State Senate,1,DEM,Dawn Knight,30541,,,
Mohave,State Senate,1,REP,Ken Bennett,12829,,,
Yavapai,State Senate,1,REP,Ken Bennett,30485,,,
,State Senate,1,REP,Ken Bennett,43314,True,,
Coconino,State Senate,2,DEM,Rita Johnson,15843,,,
Gila,State Senate,2,DEM,Rita Johnson,475,,,
Mohave,State Senate,2,DEM,Rita Johnson,5722,,,
Navajo,State Senate,2,DEM,Rita Johnson,277,,,
Yavapai,State Senate,2,DEM,Rita Johnson,4890,,,
,State Senate,2,DEM,Rita Johnson,27207,,,
Coconino,State Senate,2,REP,John Verkamp,14769,,,
Gila,State Senate,2,REP,John Verkamp,976,,,
Mohave,State Senate,2,REP,John Verkamp,8087,,,
Navajo,State Senate,2,REP,John Verkamp,129,,,
Yavapai,State Senate,2,REP,John Verkamp,6609,,,
,State Senate,2,REP,John Verkamp,30570,True,,
Apache,State Senate,3,DEM,Jack C. Jackson,13131,,,
Coconino,State Senate,3,DEM,Jack C. Jackson,7631,,,
Mohave,State Senate,3,DEM,Jack C. Jackson,3097,,,
Navajo,State Senate,3,DEM,Jack C. Jackson,5917,,,
,State Senate,3,DEM,Jack C. Jackson,29776,True,,
Apache,State Senate,4,DEM,Jack A. Brown,3761,,,
Gila,State Senate,4,DEM,Jack A. Brown,9860,,,
Graham,State Senate,4,DEM,Jack A. Brown,2153,,,
Greenlee,State Senate,4,DEM,Jack A. Brown,453,,,
Maricopa,State Senate,4,DEM,Jack A. Brown,0,,,
Navajo,State Senate,4,DEM,Jack A. Brown,11285,,,
Pinal,State Senate,4,DEM,Jack A. Brown,5866,,,
,State Senate,4,DEM,Jack A. Brown,33378,True,,
La Paz,State Senate,5,DEM,Herb Guenther,2875,,,
Mohave,State Senate,5,DEM,Herb Guenther,19,,,
Yavapai,State Senate,5,DEM,Herb Guenther,304,,,
Yuma,State Senate,5,DEM,Herb Guenther,19367,,,
,State Senate,5,DEM,Herb Guenther,22565,True,,
Maricopa,State Senate,6,DEM,Jim McCarthy,29225,,,
,State Senate,6,DEM,Jim McCarthy,29225,,,
Maricopa,State Senate,6,REP,Lori Daniels,38871,,,
,State Senate,6,REP,Lori Daniels,38871,True,,
Gila,State Senate,7,DEM,Pete Rios,311,,,
Maricopa,State Senate,7,DEM,Pete Rios,5669,,,
Pinal,State Senate,7,DEM,Pete Rios,14431,,,
,State Senate,7,DEM,Pete Rios,20411,True,,
Cochise,State Senate,8,DEM,Marsha Arzberger,9803,,,
Graham,State Senate,8,DEM,Marsha Arzberger,3310,,,
Greenlee,State Senate,8,DEM,Marsha Arzberger,1267,,,
Santa Cruz,State Senate,8,DEM,Marsha Arzberger,2950,,,
,State Senate,8,DEM,Marsha Arzberger,17330,True,,
Cochise,State Senate,8,REP,Gail Griffin,9313,,,
Graham,State Senate,8,REP,Gail Griffin,3296,,,
Greenlee,State Senate,8,REP,Gail Griffin,1028,,,
Santa Cruz,State Senate,8,REP,Gail Griffin,1187,,,
,State Senate,8,REP,Gail Griffin,14824,,,
Cochise,State Senate,9,DEM,Kathy Ramage-White,4494,,,
Pima,State Senate,9,DEM,Kathy Ramage-White,20390,,,
Santa Cruz,State Senate,9,DEM,Kathy Ramage-White,564,,,
,State Senate,9,DEM,Kathy Ramage-White,25448,,,
Cochise,State Senate,9,LBT,John Jason Auvenshine,293,,,
Pima,State Senate,9,LBT,John Jason Auvenshine,1136,,,
Santa Cruz,State Senate,9,LBT,John Jason Auvenshine,26,,,
,State Senate,9,LBT,John Jason Auvenshine,1455,,,
Cochise,State Senate,9,REP,Tim Bee,8458,,,
Pima,State Senate,9,REP,Tim Bee,26470,,,
Santa Cruz,State Senate,9,REP,Tim Bee,802,,,
,State Senate,9,REP,Tim Bee,35730,True,,
Pima,State Senate,10,DEM,Ramon Valadez,20513,,,
,State Senate,10,DEM,Ramon Valadez,20513,True,,
Pima,State Senate,10,LBT,Dale Gorney,3883,,,
,State Senate,10,LBT,Dale Gorney,3883,,,
Maricopa,State Senate,11,DEM,Elaine Richardson,56,,,
Pima,State Senate,11,DEM,Elaine Richardson,23809,,,
Pinal,State Senate,11,DEM,Elaine Richardson,92,,,
Santa Cruz,State Senate,11,DEM,Elaine Richardson,2129,,,
,State Senate,11,DEM,Elaine Richardson,26086,True,,
Maricopa,State Senate,11,GRN,Daniel Patterson,9,,,
Pima,State Senate,11,GRN,Daniel Patterson,2972,,,
Pinal,State Senate,11,GRN,Daniel Patterson,2,,,
Santa Cruz,State Senate,11,GRN,Daniel Patterson,211,,,
,State Senate,11,GRN,Daniel Patterson,3194,,,
Maricopa,State Senate,11,LBT,John T. Schmid,10,,,
Pima,State Senate,11,LBT,John T. Schmid,2998,,,
Pinal,State Senate,11,LBT,John T. Schmid,12,,,
Santa Cruz,State Senate,11,LBT,John T. Schmid,316,,,
,State Senate,11,LBT,John T. Schmid,3336,,,
Pima,State Senate,12,DEM,Mark Osterloh,34133,,,
Pinal,State Senate,12,DEM,Mark Osterloh,574,,,
,State Senate,12,DEM,Mark Osterloh,34707,,,
Pima,State Senate,12,REP,Toni Hellon,36301,,,
Pinal,State Senate,12,REP,Toni Hellon,649,,,
,State Senate,12,REP,Toni Hellon,36950,True,,
Pima,State Senate,13,DEM,Andy Nichols,27714,,,
,State Senate,13,DEM,Andy Nichols,27714,True,,
Pima,State Senate,13,LBT,Wayne Sunne,1655,,,
,State Senate,13,LBT,Wayne Sunne,1655,,,
Pima,State Senate,13,REP,Kathleen Dunbar,25845,,,
,State Senate,13,REP,Kathleen Dunbar,25845,,,
Pima,State Senate,14,DEM,Ruth Solomon,30108,,,
,State Senate,14,DEM,Ruth Solomon,30108,True,,
Pima,State Senate,14,LBT,Ed Kahn,9161,,,
,State Senate,14,LBT,Ed Kahn,9161,,,
Maricopa,State Senate,15,REP,Edward J. Cirillo,47400,,,
Pinal,State Senate,15,REP,Edward J. Cirillo,716,,,
,State Senate,15,REP,Edward J. Cirillo,48116,True,,
Maricopa,State Senate,16,DEM,Mark Winemiller,17358,,,
,State Senate,16,DEM,Mark Winemiller,17358,,,
Maricopa,State Senate,16,REP,Darden C. Hamilton,20190,,,
,State Senate,16,REP,Darden C. Hamilton,20190,True,,
Maricopa,State Senate,17,REP,Brenda Burns,35635,,,
,State Senate,17,REP,Brenda Burns,35635,True,,
Maricopa,State Senate,18,REP,Susan Gerard,32956,,,
,State Senate,18,REP,Susan Gerard,32956,True,,
Maricopa,State Senate,19,DEM,Martha Bruneau,25920,,,
,State Senate,19,DEM,Martha Bruneau,25920,,,
Maricopa,State Senate,19,LBT,Clay Adair,2335,,,
,State Senate,19,LBT,Clay Adair,2335,,,
Maricopa,State Senate,19,REP,Scott Bundgaard,41814,,,
,State Senate,19,REP,Scott Bundgaard,41814,True,,
Maricopa,State Senate,20,DEM,Mary Hartley,13835,,,
,State Senate,20,DEM,Mary Hartley,13835,True,,
Maricopa,State Senate,20,REP,Craig Savage,8503,,,
,State Senate,20,REP,Craig Savage,8503,,,
Maricopa,State Senate,21,DEM,Paul Cash,24172,,,
Pinal,State Senate,21,DEM,Paul Cash,647,,,
,State Senate,21,DEM,Paul Cash,24819,,,
Maricopa,State Senate,21,REP,"Russell ""Rusty"" Bowers",31088,,,
Pinal,State Senate,21,REP,"Russell ""Rusty"" Bowers",612,,,
,State Senate,21,REP,"Russell ""Rusty"" Bowers",31700,True,,
Maricopa,State Senate,22,DEM,Joe Eddie Lopez,12618,,,
,State Senate,22,DEM,Joe Eddie Lopez,12618,True,,
Maricopa,State Senate,23,DEM,Linda Aguirre,13859,,,
,State Senate,23,DEM,Linda Aguirre,13859,True,,
Maricopa,State Senate,23,Write-In,Bradley Cashman,8,,True,
,State Senate,23,Write-In,Bradley Cashman,8,,True,
Maricopa,State Senate,24,DEM,Jeff Bollerman,21134,,,
,State Senate,24,DEM,Jeff Bollerman,21134,,,
Maricopa,State Senate,24,LBT,Gary Fallon,2781,,,
,State Senate,24,LBT,Gary Fallon,2781,,,
Maricopa,State Senate,24,REP,Dean Martin,34002,,,
,State Senate,24,REP,Dean Martin,34002,True,,
Maricopa,State Senate,25,DEM,Chris Cummiskey,21970,,,
,State Senate,25,DEM,Chris Cummiskey,21970,True,,
Maricopa,State Senate,25,REP,Pat Kaminsky,11135,,,
,State Senate,25,REP,Pat Kaminsky,11135,,,
Maricopa,State Senate,26,DEM,Ed Ranger,20106,,,
,State Senate,26,DEM,Ed Ranger,20106,,,
Maricopa,State Senate,26,REP,Tom Smith,26425,,,
,State Senate,26,REP,Tom Smith,26425,True,,
Maricopa,State Senate,27,DEM,Harry E. Mitchell,26784,,,
,State Senate,27,DEM,Harry E. Mitchell,26784,True,,
Maricopa,State Senate,27,REP,Gary Richardson,21443,,,
,State Senate,27,REP,Gary Richardson,21443,,,
Maricopa,State Senate,28,LBT,Mark Horning,14312,,,
Yavapai,State Senate,28,LBT,Mark Horning,212,,,
,State Senate,28,LBT,Mark Horning,14524,,,
Maricopa,State Senate,28,REP,Randall Gnant,68094,,,
Yavapai,State Senate,28,REP,Randall Gnant,570,,,
,State Senate,28,REP,Randall Gnant,68664,True,,
Maricopa,State Senate,29,DEM,Ernie R. Jaurigui,10549,,,
,State Senate,29,DEM,Ernie R. Jaurigui,10549,,,
Maricopa,State Senate,29,REP,David Petersen,18266,,,
,State Senate,29,REP,David Petersen,18266,True,,
Maricopa,State Senate,30,DEM,Jay Blanchard,51965,,,
,State Senate,30,DEM,Jay Blanchard,51965,True,,
Maricopa,State Senate,30,REP,Jeff Groscost,26303,,,
,State Senate,30,REP,Jeff Groscost,26303,,,
Mohave,State Representative,1,DEM,Henry J. Camarot,9754,,,
Yavapai,State Representative,1,DEM,Henry J. Camarot,25076,,,
,State Representative,1,DEM,Henry J. Camarot,34830,True,,
Mohave,State Representative,1,REP,Linda Binder,14520,,,
Yavapai,State Representative,1,REP,Linda Binder,30589,,,
,State Representative,1,REP,Linda Binder,45109,True,,
Mohave,State Representative,1,REP,Barbara Blewster,9589,,,
Yavapai,State Representative,1,REP,Barbara Blewster,21369,,,
,State Representative,1,REP,Barbara Blewster,30958,,,
Coconino,State Representative,2,DEM,Josh Allen,12666,,,
Gila,State Representative,2,DEM,Josh Allen,402,,,
Mohave,State Representative,2,DEM,Josh Allen,4871,,,
Navajo,State Representative,2,DEM,Josh Allen,236,,,
Yavapai,State Representative,2,DEM,Josh Allen,3921,,,
,State Representative,2,DEM,Josh Allen,22096,,,
Coconino,State Representative,2,DEM,"James ""Jim"" Sedillo",15700,,,
Gila,State Representative,2,DEM,"James ""Jim"" Sedillo",364,,,
Mohave,State Representative,2,DEM,"James ""Jim"" Sedillo",4562,,,
Navajo,State Representative,2,DEM,"James ""Jim"" Sedillo",253,,,
Yavapai,State Representative,2,DEM,"James ""Jim"" Sedillo",3677,,,
,State Representative,2,DEM,"James ""Jim"" Sedillo",24556,True,,
Coconino,State Representative,2,REP,Tom O'Halleran,10614,,,
Gila,State Representative,2,REP,Tom O'Halleran,829,,,
Mohave,State Representative,2,REP,Tom O'Halleran,6730,,,
Navajo,State Representative,2,REP,Tom O'Halleran,48,,,
Yavapai,State Representative,2,REP,Tom O'Halleran,5991,,,
,State Representative,2,REP,Tom O'Halleran,24212,True,,
Coconino,State Representative,2,REP,Margaret Roush-Meier,11334,,,
Gila,State Representative,2,REP,Margaret Roush-Meier,885,,,
Mohave,State Representative,2,REP,Margaret Roush-Meier,6110,,,
Navajo,State Representative,2,REP,Margaret Roush-Meier,87,,,
Yavapai,State Representative,2,REP,Margaret Roush-Meier,5294,,,
,State Representative,2,REP,Margaret Roush-Meier,23710,,,
Apache,State Representative,3,DEM,Sylvia M. Laughter,10476,,,
Coconino,State Representative,3,DEM,Sylvia M. Laughter,6200,,,
