county,office,district,party,candidate,votes,winner,write-in,notes
Yavapai,U.S. House,2,LBT,Edward Carlson,0,,,
,U.S. House,2,LBT,Edward Carlson,5919,,,
Coconino,U.S. House,2,NONE,William Crum,0,,True,
La Paz,U.S. House,2,NONE,William Crum,0,,True,
Maricopa,U.S. House,2,NONE,William Crum,6,,True,
Mohave,U.S. House,2,NONE,William Crum,0,,True,
Navajo,U.S. House,2,NONE,William Crum,1,,True,
Yavapai,U.S. House,2,NONE,William Crum,0,,True,
,U.S. House,2,NONE,William Crum,7,,True,
Coconino,U.S. House,2,REP,Trent Franks,37,,,
La Paz,U.S. House,2,REP,Trent Franks,6,,,
Maricopa,U.S. House,2,REP,Trent Franks,79799,,,
Mohave,U.S. House,2,REP,Trent Franks,20433,,,
Navajo,U.S. House,2,REP,Trent Franks,84,,,
Yavapai,U.S. House,2,REP,Trent Franks,0,,,
,U.S. House,2,REP,Trent Franks,100359,True,,
Maricopa,U.S. House,3,DEM,Charles Hill,47173,,,
,U.S. House,3,DEM,Charles Hill,47173,,,
Maricopa,U.S. House,3,LBT,Mark Yannone,3731,,,
,U.S. House,3,LBT,Mark Yannone,3731,,,
Maricopa,U.S. House,3,REP,John Shadegg,104847,,,
,U.S. House,3,REP,John Shadegg,104847,True,,
Maricopa,U.S. House,4,DEM,Ed Pastor,44517,,,
,U.S. House,4,DEM,Ed Pastor,44517,True,,
Maricopa,U.S. House,4,LBT,Amy Gibbons,3167,,,
,U.S. House,4,LBT,Amy Gibbons,3167,,,
Maricopa,U.S. House,4,REP,Jonathan Barnert,18381,,,
,U.S. House,4,REP,Jonathan Barnert,18381,,,
Maricopa,U.S. House,5,DEM,Craig Columbus,61559,,,
,U.S. House,5,DEM,Craig Columbus,61559,,,
Maricopa,U.S. House,5,LBT,Warren Severin,4383,,,
,U.S. House,5,LBT,Warren Severin,4383,,,
Maricopa,U.S. House,5,REP,J.D. Hayworth,103870,,,
,U.S. House,5,REP,J.D. Hayworth,103870,True,,
Maricopa,U.S. House,6,DEM,Deborah Thomas,44614,,,
Pinal,U.S. House,6,DEM,Deborah Thomas,4741,,,
,U.S. House,6,DEM,Deborah Thomas,49355,,,
Maricopa,U.S. House,6,LBT,Andy Wagner,3459,,,
Pinal,U.S. House,6,LBT,Andy Wagner,429,,,
,U.S. House,6,LBT,Andy Wagner,3888,,,
Maricopa,U.S. House,6,REP,Jeff Flake,96399,,,
Pinal,U.S. House,6,REP,Jeff Flake,6695,,,
,U.S. House,6,REP,Jeff Flake,103094,True,,
La Paz,U.S. House,7,DEM,Raúl M. Grijalva,1295,,,
Maricopa,U.S. House,7,DEM,Raúl M. Grijalva,5893,,,
Pima,U.S. House,7,DEM,Raúl M. Grijalva,41025,,,
Pinal,U.S. House,7,DEM,Raúl M. Grijalva,1548,,,
Santa Cruz,U.S. House,7,DEM,Raúl M. Grijalva,3309,,,
Yuma,U.S. House,7,DEM,Raúl M. Grijalva,8186,,,
,U.S. House,7,DEM,Raúl M. Grijalva,61256,True,,
La Paz,U.S. House,7,LBT,John L. Nemeth,181,,,
Maricopa,U.S. House,7,LBT,John L. Nemeth,540,,,
Pima,U.S. House,7,LBT,John L. Nemeth,2410,,,
Pinal,U.S. House,7,LBT,John L. Nemeth,175,,,
Santa Cruz,U.S. House,7,LBT,John L. Nemeth,117,,,
Yuma,U.S. House,7,LBT,John L. Nemeth,665,,,
,U.S. House,7,LBT,John L. Nemeth,4088,,,
La Paz,U.S. House,7,REP,Ross Hieb,1915,,,
Maricopa,U.S. House,7,REP,Ross Hieb,5360,,,
Pima,U.S. House,7,REP,Ross Hieb,16572,,,
Pinal,U.S. House,7,REP,Ross Hieb,796,,,
Santa Cruz,U.S. House,7,REP,Ross Hieb,1095,,,
Yuma,U.S. House,7,REP,Ross Hieb,12736,,,
,U.S. House,7,REP,Ross Hieb,38474,,,
Cochise,U.S. House,8,DEM,Mary Judge Ryan,9286,,,
Pima,U.S. House,8,DEM,Mary Judge Ryan,56500,,,
Pinal,U.S. House,8,DEM,Mary Judge Ryan,960,,,
Santa Cruz,U.S. House,8,DEM,Mary Judge Ryan,582,,,
,U.S. House,8,DEM,Mary Judge Ryan,67328,,,
Cochise,U.S. House,8,LBT,Joe Duarte,1231,,,
Pima,U.S. House,8,LBT,Joe Duarte,4815,,,
Pinal,U.S. House,8,LBT,Joe Duarte,33,,,
Santa Cruz,U.S. House,8,LBT,Joe Duarte,63,,,
,U.S. House,8,LBT,Joe Duarte,6142,,,
Cochise,U.S. House,8,NONE,Jim Dorrance,10,,True,
Pima,U.S. House,8,NONE,Jim Dorrance,18,,True,
Pinal,U.S. House,8,NONE,Jim Dorrance,0,,True,
Santa Cruz,U.S. House,8,NONE,Jim Dorrance,0,,True,
,U.S. House,8,NONE,Jim Dorrance,28,,True,
Cochise,U.S. House,8,REP,Jim Kolbe,16921,,,
Pima,U.S. House,8,REP,Jim Kolbe,106622,,,
Pinal,U.S. House,8,REP,Jim Kolbe,2318,,,
Santa Cruz,U.S. House,8,REP,Jim Kolbe,1069,,,
,U.S. House,8,REP,Jim Kolbe,126930,True,,
Apache,Governor,,DEM,Janet Napolitano,10927,,,
Cochise,Governor,,DEM,Janet Napolitano,11401,,,
Coconino,Governor,,DEM,Janet Napolitano,18928,,,
Gila,Governor,,DEM,Janet Napolitano,7331,,,
Graham,Governor,,DEM,Janet Napolitano,2924,,,
Greenlee,Governor,,DEM,Janet Napolitano,966,,,
La Paz,Governor,,DEM,Janet Napolitano,1488,,,
Maricopa,Governor,,DEM,Janet Napolitano,313107,,,
Mohave,Governor,,DEM,Janet Napolitano,13227,,,
Navajo,Governor,,DEM,Janet Napolitano,11669,,,
Pima,Governor,,DEM,Janet Napolitano,118896,,,
Pinal,Governor,,DEM,Janet Napolitano,18300,,,
Santa Cruz,Governor,,DEM,Janet Napolitano,3675,,,
Yavapai,Governor,,DEM,Janet Napolitano,23238,,,
Yuma,Governor,,DEM,Janet Napolitano,10207,,,
,Governor,,DEM,Janet Napolitano,566284,True,,
Apache,Governor,,IND,Richard Mahoney,2516,,,
Cochise,Governor,,IND,Richard Mahoney,2713,,,
Coconino,Governor,,IND,Richard Mahoney,3260,,,
Gila,Governor,,IND,Richard Mahoney,1467,,,
Graham,Governor,,IND,Richard Mahoney,467,,,
Greenlee,Governor,,IND,Richard Mahoney,180,,,
La Paz,Governor,,IND,Richard Mahoney,259,,,
Maricopa,Governor,,IND,Richard Mahoney,42696,,,
Mohave,Governor,,IND,Richard Mahoney,2889,,,
Navajo,Governor,,IND,Richard Mahoney,1920,,,
Pima,Governor,,IND,Richard Mahoney,17751,,,
Pinal,Governor,,IND,Richard Mahoney,2658,,,
Santa Cruz,Governor,,IND,Richard Mahoney,495,,,
Yavapai,Governor,,IND,Richard Mahoney,4866,,,
Yuma,Governor,,IND,Richard Mahoney,810,,,
,Governor,,IND,Richard Mahoney,84947,,,
Apache,Governor,,LBT,Barry Hess,365,,,
Cochise,Governor,,LBT,Barry Hess,426,,,
Coconino,Governor,,LBT,Barry Hess,709,,,
Gila,Governor,,LBT,Barry Hess,317,,,
Graham,Governor,,LBT,Barry Hess,99,,,
Greenlee,Governor,,LBT,Barry Hess,50,,,
La Paz,Governor,,LBT,Barry Hess,113,,,
Maricopa,Governor,,LBT,Barry Hess,10966,,,
Mohave,Governor,,LBT,Barry Hess,639,,,
Navajo,Governor,,LBT,Barry Hess,444,,,
Pima,Governor,,LBT,Barry Hess,4140,,,
Pinal,Governor,,LBT,Barry Hess,682,,,
Santa Cruz,Governor,,LBT,Barry Hess,105,,,
Yavapai,Governor,,LBT,Barry Hess,1024,,,
Yuma,Governor,,LBT,Barry Hess,277,,,
,Governor,,LBT,Barry Hess,20356,,,
Apache,Governor,,NONE,Naida Axford,0,,True,
Cochise,Governor,,NONE,Naida Axford,1,,True,
Coconino,Governor,,NONE,Naida Axford,0,,True,
Gila,Governor,,NONE,Naida Axford,0,,True,
Graham,Governor,,NONE,Naida Axford,0,,True,
Greenlee,Governor,,NONE,Naida Axford,0,,True,
La Paz,Governor,,NONE,Naida Axford,0,,True,
Maricopa,Governor,,NONE,Naida Axford,4,,True,
Mohave,Governor,,NONE,Naida Axford,0,,True,
Navajo,Governor,,NONE,Naida Axford,0,,True,
Pima,Governor,,NONE,Naida Axford,0,,True,
Pinal,Governor,,NONE,Naida Axford,0,,True,
Santa Cruz,Governor,,NONE,Naida Axford,0,,True,
Yavapai,Governor,,NONE,Naida Axford,0,,True,
Yuma,Governor,,NONE,Naida Axford,0,,True,
,Governor,,NONE,Naida Axford,5,,True,
Apache,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Cochise,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Coconino,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Gila,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Graham,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Greenlee,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
La Paz,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Maricopa,Governor,,NONE,"""Rayj"" Raymond Caplette",2,,True,
Mohave,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Navajo,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Pima,Governor,,NONE,"""Rayj"" Raymond Caplette",2,,True,
Pinal,Governor,,NONE,"""Rayj"" Raymond Caplette",1,,True,
Santa Cruz,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Yavapai,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
Yuma,Governor,,NONE,"""Rayj"" Raymond Caplette",0,,True,
,Governor,,NONE,"""Rayj"" Raymond Caplette",5,,True,
Apache,Governor,,NONE,Carlton Rahmani,1,,True,
Cochise,Governor,,NONE,Carlton Rahmani,2,,True,
Coconino,Governor,,NONE,Carlton Rahmani,2,,True,
Gila,Governor,,NONE,Carlton Rahmani,0,,True,
Graham,Governor,,NONE,Carlton Rahmani,0,,True,
Greenlee,Governor,,NONE,Carlton Rahmani,0,,True,
La Paz,Governor,,NONE,Carlton Rahmani,0,,True,
Maricopa,Governor,,NONE,Carlton Rahmani,14,,True,
Mohave,Governor,,NONE,Carlton Rahmani,0,,True,
Navajo,Governor,,NONE,Carlton Rahmani,0,,True,
Pima,Governor,,NONE,Carlton Rahmani,7,,True,
Pinal,Governor,,NONE,Carlton Rahmani,0,,True,
Santa Cruz,Governor,,NONE,Carlton Rahmani,0,,True,
Yavapai,Governor,,NONE,Carlton Rahmani,3,,True,
Yuma,Governor,,NONE,Carlton Rahmani,0,,True,
,Governor,,NONE,Carlton Rahmani,29,,True,
Apache,Governor,,NONE,Tracey Sturgess,0,,True,
Cochise,Governor,,NONE,Tracey Sturgess,0,,True,
Coconino,Governor,,NONE,Tracey Sturgess,1,,True,
Gila,Governor,,NONE,Tracey Sturgess,1,,True,
Graham,Governor,,NONE,Tracey Sturgess,0,,True,
Greenlee,Governor,,NONE,Tracey Sturgess,0,,True,
La Paz,Governor,,NONE,Tracey Sturgess,0,,True,
Maricopa,Governor,,NONE,Tracey Sturgess,7,,True,
Mohave,Governor,,NONE,Tracey Sturgess,0,,True,
Navajo,Governor,,NONE,Tracey Sturgess,2,,True,
Pima,Governor,,NONE,Tracey Sturgess,1,,True,
Pinal,Governor,,NONE,Tracey Sturgess,2,,True,
Santa Cruz,Governor,,NONE,Tracey Sturgess,0,,True,
Yavapai,Governor,,NONE,Tracey Sturgess,0,,True,
Yuma,Governor,,NONE,Tracey Sturgess,1,,True,
,Governor,,NONE,Tracey Sturgess,15,,True,
Apache,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Cochise,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Coconino,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Gila,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Graham,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Greenlee,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
La Paz,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Maricopa,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Mohave,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Navajo,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Pima,Governor,,NONE,"L.D. ""Denny"" Talbow",1,,True,
Pinal,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Santa Cruz,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Yavapai,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
Yuma,Governor,,NONE,"L.D. ""Denny"" Talbow",0,,True,
,Governor,,NONE,"L.D. ""Denny"" Talbow",1,,True,
Apache,Governor,,NONE,D'Herrera Tapia,0,,True,
Cochise,Governor,,NONE,D'Herrera Tapia,1,,True,
Coconino,Governor,,NONE,D'Herrera Tapia,0,,True,
Gila,Governor,,NONE,D'Herrera Tapia,0,,True,
Graham,Governor,,NONE,D'Herrera Tapia,0,,True,
Greenlee,Governor,,NONE,D'Herrera Tapia,0,,True,
La Paz,Governor,,NONE,D'Herrera Tapia,0,,True,
Maricopa,Governor,,NONE,D'Herrera Tapia,0,,True,
Mohave,Governor,,NONE,D'Herrera Tapia,0,,True,
Navajo,Governor,,NONE,D'Herrera Tapia,0,,True,
Pima,Governor,,NONE,D'Herrera Tapia,3,,True,
Pinal,Governor,,NONE,D'Herrera Tapia,0,,True,
Santa Cruz,Governor,,NONE,D'Herrera Tapia,0,,True,
Yavapai,Governor,,NONE,D'Herrera Tapia,0,,True,
Yuma,Governor,,NONE,D'Herrera Tapia,0,,True,
,Governor,,NONE,D'Herrera Tapia,4,,True,
Apache,Governor,,REP,Matt Salmon,4041,,,
Cochise,Governor,,REP,Matt Salmon,13210,,,
Coconino,Governor,,REP,Matt Salmon,11585,,,
Gila,Governor,,REP,Matt Salmon,6336,,,
Graham,Governor,,REP,Matt Salmon,4491,,,
Greenlee,Governor,,REP,Matt Salmon,955,,,
La Paz,Governor,,REP,Matt Salmon,1766,,,
Maricopa,Governor,,REP,Matt Salmon,337954,,,
Mohave,Governor,,REP,Matt Salmon,18431,,,
Navajo,Governor,,REP,Matt Salmon,9423,,,
Pima,Governor,,REP,Matt Salmon,89002,,,
Pinal,Governor,,REP,Matt Salmon,16380,,,
Santa Cruz,Governor,,REP,Matt Salmon,2069,,,
Yavapai,Governor,,REP,Matt Salmon,28245,,,
Yuma,Governor,,REP,Matt Salmon,10577,,,
,Governor,,REP,Matt Salmon,554465,,,
Coconino,State Senate,1,DEM,Dawn Knight,4620,,,
Yavapai,State Senate,1,DEM,Dawn Knight,19770,,,
,State Senate,1,DEM,Dawn Knight,24390,,,
Coconino,State Senate,1,REP,Ken Bennett,4619,,,
Yavapai,State Senate,1,REP,Ken Bennett,28814,,,
,State Senate,1,REP,Ken Bennett,33433,True,,
Apache,State Senate,2,DEM,Jack C. Jackson Sr.,12205,,,
Coconino,State Senate,2,DEM,Jack C. Jackson Sr.,15363,,,
Mohave,State Senate,2,DEM,Jack C. Jackson Sr.,145,,,
Navajo,State Senate,2,DEM,Jack C. Jackson Sr.,6064,,,
Yavapai,State Senate,2,DEM,Jack C. Jackson Sr.,0,,,
,State Senate,2,DEM,Jack C. Jackson Sr.,33777,True,,
Coconino,State Senate,3,DEM,Jacqueline (Jacquie,802,,,
La Paz,State Senate,3,DEM,Jacqueline (Jacquie,543,,,
Mohave,State Senate,3,DEM,Jacqueline (Jacquie,12556,,,
,State Senate,3,DEM,Jacqueline (Jacquie,13901,,,
Coconino,State Senate,3,REP,Linda Binder,1537,,,
La Paz,State Senate,3,REP,Linda Binder,1016,,,
Mohave,State Senate,3,REP,Linda Binder,21419,,,
,State Senate,3,REP,Linda Binder,23972,True,,
Maricopa,State Senate,4,REP,Jack W. Harper,39131,,,
Yavapai,State Senate,4,REP,Jack W. Harper,5324,,,
,State Senate,4,REP,Jack W. Harper,44455,True,,
Apache,State Senate,5,DEM,Jack A. Brown,3317,,,
Coconino,State Senate,5,DEM,Jack A. Brown,0,,,
Gila,State Senate,5,DEM,Jack A. Brown,10097,,,
Graham,State Senate,5,DEM,Jack A. Brown,5438,,,
Greenlee,State Senate,5,DEM,Jack A. Brown,1648,,,
Navajo,State Senate,5,DEM,Jack A. Brown,9374,,,
Pinal,State Senate,5,DEM,Jack A. Brown,0,,,
,State Senate,5,DEM,Jack A. Brown,29874,True,,
Maricopa,State Senate,6,DEM,Stephen Lesjak,12658,,,
,State Senate,6,DEM,Stephen Lesjak,12658,,,
Maricopa,State Senate,6,REP,Dean Martin,25338,,,
,State Senate,6,REP,Dean Martin,25338,True,,
Maricopa,State Senate,7,DEM,Jeff Bollerman,14801,,,
,State Senate,7,DEM,Jeff Bollerman,14801,,,
Maricopa,State Senate,7,REP,Jim Waring,28326,,,
,State Senate,7,REP,Jim Waring,28326,True,,
Maricopa,State Senate,8,LBT,Orville Weyrich,7566,,,
,State Senate,8,LBT,Orville Weyrich,7566,,,
Maricopa,State Senate,8,REP,Carolyn S. Allen,44385,,,
,State Senate,8,REP,Carolyn S. Allen,44385,True,,
Maricopa,State Senate,9,DEM,Lee Gagner,16736,,,
,State Senate,9,DEM,Lee Gagner,16736,,,
Maricopa,State Senate,9,REP,"Robert ""Bob"" Burns",30175,,,
,State Senate,9,REP,"Robert ""Bob"" Burns",30175,True,,
Maricopa,State Senate,10,DEM,Judy Kennedy,13601,,,
,State Senate,10,DEM,Judy Kennedy,13601,,,
Maricopa,State Senate,10,LBT,Manfred Alber,1068,,,
,State Senate,10,LBT,Manfred Alber,1068,,,
Maricopa,State Senate,10,REP,Jim Weiers,16716,,,
,State Senate,10,REP,Jim Weiers,16716,True,,
Maricopa,State Senate,11,DEM,Stuart Starky,19683,,,
,State Senate,11,DEM,Stuart Starky,19683,,,
Maricopa,State Senate,11,REP,Barbara Leff,35403,,,
,State Senate,11,REP,Barbara Leff,35403,True,,
Maricopa,State Senate,12,DEM,Peter Mahoney,15849,,,
,State Senate,12,DEM,Peter Mahoney,15849,,,
Maricopa,State Senate,12,REP,Robert Blendu,18426,,,
,State Senate,12,REP,Robert Blendu,18426,True,,
Maricopa,State Senate,13,DEM,Richard Miranda,11498,,,
,State Senate,13,DEM,Richard Miranda,11498,True,,
Maricopa,State Senate,14,DEM,Bill Brotherton,12240,,,
,State Senate,14,DEM,Bill Brotherton,12240,True,,
Maricopa,State Senate,14,LBT,John Wilde,2920,,,
,State Senate,14,LBT,John Wilde,2920,,,
Maricopa,State Senate,14,NONE,Bradley Cashman,8,,True,
,State Senate,14,NONE,Bradley Cashman,8,,True,
Maricopa,State Senate,14,NONE,Don Karg,5,,True,
,State Senate,14,NONE,Don Karg,5,,True,
Maricopa,State Senate,15,DEM,Ken Cheuvront,12903,,,
,State Senate,15,DEM,Ken Cheuvront,12903,True,,
Maricopa,State Senate,15,REP,Ed Hedges,7721,,,
,State Senate,15,REP,Ed Hedges,7721,,,
Maricopa,State Senate,16,DEM,Linda Aguirre,13149,,,
,State Senate,16,DEM,Linda Aguirre,13149,True,,
Maricopa,State Senate,17,DEM,Harry Mitchell,20610,,,
,State Senate,17,DEM,Harry Mitchell,20610,True,,
Maricopa,State Senate,17,LBT,Yuri Downing,1467,,,
,State Senate,17,LBT,Yuri Downing,1467,,,
Maricopa,State Senate,17,REP,Laura Knaperek,17166,,,
,State Senate,17,REP,Laura Knaperek,17166,,,
Maricopa,State Senate,18,NONE,Ilias Kostopoulos,12,,True,
,State Senate,18,NONE,Ilias Kostopoulos,12,,True,
Maricopa,State Senate,18,REP,Mark Anderson,21354,,,
,State Senate,18,REP,Mark Anderson,21354,True,,
Maricopa,State Senate,19,DEM,Paul Cash,16785,,,
,State Senate,19,DEM,Paul Cash,16785,,,
Maricopa,State Senate,19,REP,Marilyn Jarrett,30960,,,
,State Senate,19,REP,Marilyn Jarrett,30960,True,,
Maricopa,State Senate,20,REP,Slade Mead,31099,,,
,State Senate,20,REP,Slade Mead,31099,True,,
Maricopa,State Senate,21,REP,Jay Tibshraeny,35669,,,
,State Senate,21,REP,Jay Tibshraeny,35669,True,,
Maricopa,State Senate,22,DEM,Brent Whiting Brown,15821,,,
Pinal,State Senate,22,DEM,Brent Whiting Brown,2405,,,
,State Senate,22,DEM,Brent Whiting Brown,18226,,,
Maricopa,State Senate,22,REP,Thayer Verschoor,25458,,,
Pinal,State Senate,22,REP,Thayer Verschoor,2881,,,
,State Senate,22,REP,Thayer Verschoor,28339,True,,
Gila,State Senate,23,DEM,Pete Rios,306,,,
Maricopa,State Senate,23,DEM,Pete Rios,2094,,,
Pinal,State Senate,23,DEM,Pete Rios,16979,,,
,State Senate,23,DEM,Pete Rios,19379,True,,
La Paz,State Senate,24,DEM,Herb Guenther,1477,,,
Yuma,State Senate,24,DEM,Herb Guenther,15695,,,
,State Senate,24,DEM,Herb Guenther,17172,True,,
Cochise,State Senate,25,DEM,Marsha Arzberger,10878,,,
Maricopa,State Senate,25,DEM,Marsha Arzberger,537,,,
Pima,State Senate,25,DEM,Marsha Arzberger,5798,,,
Pinal,State Senate,25,DEM,Marsha Arzberger,449,,,
Santa Cruz,State Senate,25,DEM,Marsha Arzberger,2975,,,
,State Senate,25,DEM,Marsha Arzberger,20637,True,,
Cochise,State Senate,25,IND,Dave Stoddard,7060,,,
Maricopa,State Senate,25,IND,Dave Stoddard,432,,,
Pima,State Senate,25,IND,Dave Stoddard,3821,,,
Pinal,State Senate,25,IND,Dave Stoddard,440,,,
Santa Cruz,State Senate,25,IND,Dave Stoddard,1188,,,
,State Senate,25,IND,Dave Stoddard,12941,,,
Pima,State Senate,26,REP,Toni Hellon,40581,,,
Pinal,State Senate,26,REP,Toni Hellon,2238,,,
,State Senate,26,REP,Toni Hellon,42819,True,,
Pima,State Senate,27,DEM,Jorge Luis Garcia,23618,,,
,State Senate,27,DEM,Jorge Luis Garcia,23618,True,,
Pima,State Senate,27,IND,Dale Gorney,7530,,,
,State Senate,27,IND,Dale Gorney,7530,,,
Pima,State Senate,28,DEM,Gabrielle Giffords,31301,,,
,State Senate,28,DEM,Gabrielle Giffords,31301,True,,
Pima,State Senate,28,LBT,Kimberly Swanson,10888,,,
,State Senate,28,LBT,Kimberly Swanson,10888,,,
Pima,State Senate,29,DEM,Ramon Valadez,19497,,,
,State Senate,29,DEM,Ramon Valadez,19497,True,,
Cochise,State Senate,30,REP,Tim Bee,7058,,,
Pima,State Senate,30,REP,Tim Bee,38652,,,
Santa Cruz,State Senate,30,REP,Tim Bee,1205,,,
,State Senate,30,REP,Tim Bee,46915,True,,
Coconino,State House,1,DEM,Henry J. Camarot,4037,,,
Yavapai,State House,1,DEM,Henry J. Camarot,19415,,,
,State House,1,DEM,Henry J. Camarot,23452,,,
Coconino,State House,1,REP,Lucy Mason,4059,,,
Yavapai,State House,1,REP,Lucy Mason,26194,,,
,State House,1,REP,Lucy Mason,30253,True,,
Coconino,State House,1,REP,Tom O'Halleran,5031,,,
Yavapai,State House,1,REP,Tom O'Halleran,25869,,,
,State House,1,REP,Tom O'Halleran,30900,True,,
Apache,State House,2,DEM,Jack C. Jackson Jr.,8362,,,
Coconino,State House,2,DEM,Jack C. Jackson Jr.,11180,,,
Mohave,State House,2,DEM,Jack C. Jackson Jr.,111,,,
Navajo,State House,2,DEM,Jack C. Jackson Jr.,4220,,,
Yavapai,State House,2,DEM,Jack C. Jackson Jr.,0,,,
,State House,2,DEM,Jack C. Jackson Jr.,23873,True,,
Apache,State House,2,DEM,Sylvia Laughter,8503,,,
Coconino,State House,2,DEM,Sylvia Laughter,11889,,,
Mohave,State House,2,DEM,Sylvia Laughter,87,,,
Navajo,State House,2,DEM,Sylvia Laughter,4311,,,
Yavapai,State House,2,DEM,Sylvia Laughter,0,,,
,State House,2,DEM,Sylvia Laughter,24790,True,,
Coconino,State House,3,DEM,Matthew Capalby,678,,,
La Paz,State House,3,DEM,Matthew Capalby,492,,,
Mohave,State House,3,DEM,Matthew Capalby,11719,,,
,State House,3,DEM,Matthew Capalby,12889,,,
Coconino,State House,3,DEM,Richard B. Glancy,696,,,
La Paz,State House,3,DEM,Richard B. Glancy,468,,,
Mohave,State House,3,DEM,Richard B. Glancy,9164,,,
,State House,3,DEM,Richard B. Glancy,10328,,,
Coconino,State House,3,REP,Joe Hart,1327,,,
La Paz,State House,3,REP,Joe Hart,865,,,
Mohave,State House,3,REP,Joe Hart,18238,,,
,State House,3,REP,Joe Hart,20430,True,,
Coconino,State House,3,REP,Bill Wagner,1176,,,
La Paz,State House,3,REP,Bill Wagner,817,,,
Mohave,State House,3,REP,Bill Wagner,16666,,,
,State House,3,REP,Bill Wagner,18659,True,,
Maricopa,State House,4,DEM,John D. Mahaney,17936,,,
Yavapai,State House,4,DEM,John D. Mahaney,2702,,,
,State House,4,DEM,John D. Mahaney,20638,,,
Maricopa,State House,4,REP,Tom Boone,29132,,,
Yavapai,State House,4,REP,Tom Boone,3934,,,
,State House,4,REP,Tom Boone,33066,True,,
Maricopa,State House,4,REP,Carole Hubbs,29075,,,
Yavapai,State House,4,REP,Carole Hubbs,3472,,,
,State House,4,REP,Carole Hubbs,32547,True,,
Apache,State House,5,DEM,Bill Jeffers,1354,,,
Coconino,State House,5,DEM,Bill Jeffers,0,,,
